id,category,operation,shape,semantic_qualification,numpy_median_ns,cnumpy_median_ns,cnumpy_over_numpy,winner,numpy_cv,cnumpy_cv,numpy_p95_ns,cnumpy_p95_ns
argsort/f64/1000000,sorting,argsort,1000000,numpy-1.25/task7-sort-set-v1,143037300.0,332557500.0,2.324970479728015,NumPy,0.1299223929549532,0.06978817681630808,183297130.0,357508819.99999994
argsort_heapsort/f64/10000,sorting,argsort_heapsort,10000,numpy-1.25/task7-sort-set-v1,1588568.75,3439900.0,2.165408327464581,NumPy,0.03611333247940707,0.08045232442748314,1701233.125,4096250.0
argsort_heapsort/f64/1000000,sorting,argsort_heapsort,1000000,numpy-1.25/task7-sort-set-v1,521831800.0,903892700.0,1.7321533490293233,NumPy,0.08586591345795118,0.09622484969130952,619445609.9999999,1070521539.9999999
argsort_mergesort/f64/10000,sorting,argsort_mergesort,10000,numpy-1.25/task7-sort-set-v1,713350.0,613148.4375,0.8595338017803322,cnumpy,0.1145346721917067,0.172565006536418,803783.7499999999,804898.75
argsort_mergesort/f64/1000000,sorting,argsort_mergesort,1000000,numpy-1.25/task7-sort-set-v1,115991000.0,46738900.0,0.4029528153046357,cnumpy,0.09529139843618364,0.1512096919304352,142552860.0,57762590.0
argsort_stable/f64/10000,sorting,argsort_stable,10000,numpy-1.25/task7-sort-set-v1,629171.875,367098.4375,0.5834628852410162,cnumpy,0.06982294348802319,0.07061654007145227,693045.3125,398876.71875
argsort_stable/f64/1000000,sorting,argsort_stable,1000000,numpy-1.25/task7-sort-set-v1,115661100.0,39401000.0,0.3406590461270038,cnumpy,0.07432872170399016,0.029175531462391,133840900.0,40664570.0
argsort_stable_nan/f64/10000,sorting,argsort_stable_nan,10000,numpy-1.25/task7-sort-set-v1,372862.5,350721.875,0.9406198665727983,cnumpy,0.08214155336832182,0.08235247333632882,446798.28124999994,401185.9375
argsort_stable_nan/f64/1000000,sorting,argsort_stable_nan,1000000,numpy-1.25/task7-sort-set-v1,74594700.0,40233700.0,0.539364056695717,cnumpy,0.12231843655047049,0.10487769914302435,99159630.0,47465680.0
atleast_1d/f64/1000,shape,atleast_1d,1000,N/A,796.2799072265625,17627.783203125,22.13767174475424,NumPy,0.11574971923903994,0.12573227924544766,1003.759765625,21098.115234375
atleast_1d/f64/10000,shape,atleast_1d,10000,N/A,774.859619140625,25802.001953125,33.298937402030674,NumPy,0.1639105034591762,0.15778501819500282,979.1662597656247,27351.4111328125
